epoch,acc,accuracy_with_threshold,loss,val_acc,val_accuracy_with_threshold,val_loss
34,0.9413097199341022,0.9384266886326195,0.15087868071957514,0.9222222222222223,0.9111111111111111,0.2262633616173709
35,0.9544892915980231,0.9532537067545305,0.12352909825901813,0.9037037028206719,0.8962962954132645,0.22781653779524344
36,0.9491350907077506,0.9466639210207655,0.13347414606043692,0.8703703708118863,0.8407407398577089,0.3454707847701179
37,0.9542833606925788,0.9522240528164821,0.12033558142244129,0.9185185171939708,0.9185185171939708,0.16354528654504705
38,0.9472817132461209,0.9450164743663845,0.13151038160065842,0.8333333320087857,0.8074074060828598,0.5189295563432905
39,0.953665568369028,0.9526359142345887,0.12391933035933991,0.9629629629629629,0.9592592592592593,0.12616174731541563
40,0.9602553542009885,0.9584019769357496,0.10516562185801037,0.8962962967378122,0.8888888893304048,0.22377425917872676
41,0.9584019769357496,0.9567545304777595,0.11167765453249166,0.9111111097865634,0.9259259246013782,0.21839915381537545
42,0.9612850081390368,0.9575782536085591,0.10770645698369825,0.8074074065243756,0.7851851843021534,0.5300327839674773
43,0.9627265238879736,0.9639621086332708,0.09119905226079891,0.9074074060828597,0.9296296296296296,0.2236556053713516
44,0.9598434926846864,0.9604612851064327,0.10433410096121876,0.8814814805984497,0.8740740731910422,0.3362302947927404
45,0.9600494234919351,0.9594316310701889,0.10698417896677968,0.9481481468236005,0.9444444444444444,0.14305926379230288
46,0.9689044480072411,0.967257001549251,0.08182685021955452,0.9592592592592593,0.9444444444444444,0.1284519083108063
47,0.9713756176942263,0.9682866555854949,0.08639890112019646,0.8407407394161931,0.8592592579347116,0.44595602607285534
48,0.9713756177924218,0.9686985172981878,0.08383739610468045,0.9407407394161931,0.929629628305082,0.2086598532067405
49,0.9656095551894563,0.964168039538715,0.09054036982836206,0.8814814819229974,0.8851851856267011,0.34137392618038037
50,0.968080724778246,0.9656095550912609,0.08628380976470043,0.9481481481481482,0.9481481481481482,0.13861977529746514
51,0.9728171333449677,0.9732289949594651,0.072508130081403,0.9592592592592593,0.9629629629629629,0.10980079502419189
52,0.9689044481054365,0.9678747940691927,0.07878322469583011,0.8555555542310079,0.8629629616384153,0.42737876463819435
53,0.9701400329489291,0.9703459637561779,0.07772658808583384,0.9111111111111111,0.9259259259259259,0.22179476291769082
54,0.9705518945634267,0.9697281713344317,0.07447550360948044,0.9555555555555556,0.9518518518518518,0.1270336114284065
55,0.9740527182866557,0.9724052717304701,0.07149435233407618,0.9629629629629629,0.9629629629629629,0.10365948919896727
56,0.9779654035261868,0.9781713343334355,0.05952888906548257,0.9407407394161931,0.9407407394161931,0.1559297674232059
57,0.9787891267551818,0.9779654036243822,0.05781800333484148,0.9481481481481482,0.9481481481481482,0.11570385363366868
58,0.9757001647446458,0.9738467873812114,0.06470507424465907,0.9629629629629629,0.9703703703703703,0.10548070722983943
59,0.9666392092257001,0.9656095550912609,0.08761335315821075,0.9370370357124894,0.9518518518518518,0.1687157694388319
60,0.9783772652388797,0.9785831960461285,0.06130123365658168,0.9444444431198968,0.9481481468236005,0.13937127115549863
61,0.978995057660626,0.978995057660626,0.05334976032457608,0.9,0.9222222222222223,0.2490832199928937
62,0.9775535420098846,0.9765238879736409,0.05379614378041795,0.9592592592592593,0.9592592592592593,0.10576065610404368
63,0.9806425041186162,0.9810543657331137,0.0504026778504142,0.9555555559970714,0.948148148589664,0.14008073961293255
64,0.9862026358161373,0.9849670509726447,0.045893927033426,0.9518518518518518,0.9555555555555556,0.11390220431817902
65,0.98167215815486,0.9818780889621087,0.05048167281070666,0.9666666666666667,0.9481481481481482,0.12984209729841462
66,0.9703459638543734,0.9689044482036321,0.07253101604639306,0.9592592579347116,0.9592592579347116,0.11690151752145202
67,0.9789950577588215,0.9789950577588215,0.05419590932668434,0.6592592594800172,0.6703703705911284,1.8427393877947773
68,0.982084019671162,0.9822899504784108,0.047982014321738965,0.9444444448859604,0.9444444448859604,0.19616317246799117
69,0.9866144975288303,0.9857907742998353,0.038606690500649625,0.9629629629629629,0.9518518505273041,0.11751994970772002
70,0.9874382207578254,0.9878500823723229,0.03560281513739052,0.9333333333333333,0.9407407407407408,0.19051522051018696
71,0.9814662274458067,0.9806425042168117,0.05116657162149616,0.9259259246013782,0.937037037037037,0.1855531260095261
72,0.9870263591433278,0.9857907742998353,0.03382312560176302,0.9518518518518518,0.9629629629629629,0.12131750489826555
73,0.9822899505766063,0.982495881383855,0.04672647024929843,0.9592592592592593,0.9592592592592593,0.1497060995686937
74,0.9843492585508985,0.9824958812856596,0.04247019352096776,0.8888888875643413,0.9074074060828597,0.38306004228415313
75,0.9835255354200988,0.984349258649094,0.042230146768682406,0.9629629616384153,0.9555555542310079,0.1137526794716164
