epoch,acc,accuracy_with_threshold,loss,val_acc,val_accuracy_with_threshold,val_loss
0,0.8245469523222482,0.8249588139367457,0.6020709701140198,0.9074074078489233,0.911111111552627,0.33698706637929987
1,0.9114497528830313,0.9118616144975288,0.2570822346093259,0.9074074078489233,0.9000000004415158,0.19554464739781838
2,0.9268945634266886,0.9273064250411862,0.21454545583643472,0.5444444446652024,0.5592592592592592,2.2664904400154398
3,0.9417215814504042,0.9396622733779165,0.1708046322515084,0.5851851847436693,0.5777777773362619,1.3772887918684218
4,0.9507825370675453,0.9499588137403547,0.16163672604390975,0.9740740740740741,0.9740740740740741,0.0743644200541355
5,0.9528418451400329,0.9542833607907742,0.14257361902433402,0.5296296298503875,0.5296296298503875,2.566711946769997
6,0.9596375616810467,0.9592257000665492,0.12127392574119852,0.8888888875643413,0.9037037023791561,0.34228369218331794
7,0.9592257001647446,0.9602553542009885,0.1238036238085141,0.9000000004415158,0.8888888893304048,0.27431897189882065
8,0.9670510708401977,0.964168039538715,0.0997688435746857,0.9333333337748492,0.9370370374785529,0.31360090838538274
9,0.9625205929825295,0.9608731465245393,0.11700324064847144,0.9740740740740741,0.9703703703703703,0.08170884095684246
10,0.9724052718286655,0.9726112026359144,0.08494521502449133,0.662962962521447,0.6888888897719206,1.0630041453573438
11,0.9641680394405195,0.9647858320586568,0.10186580856521714,0.9444444431198968,0.9555555542310079,0.11740005278476963
12,0.9705518946616222,0.9695222406253783,0.0880369982695162,0.5074074074074074,0.5074074074074074,4.521431481396711
13,0.9717874794069192,0.9703459637561779,0.07964188004123726,0.9518518518518518,0.9444444444444444,0.11644560067603986
14,0.9777594728171335,0.9775535420098846,0.06757030846425248,0.8962962949717487,0.9111111111111111,0.37130222778629374
15,0.9794069191769281,0.9785831959479331,0.06467752560418516,0.885185186068217,0.8666666662251508,0.3438998251049607
16,0.9794069192751236,0.978171334431631,0.05912859726063731,0.9703703703703703,0.9703703703703703,0.09126059706150381
17,0.9769357495881383,0.9779654036243822,0.07200414505091003,0.9148148148148149,0.9185185185185185,0.40095050201785787
18,0.9783772653370753,0.9783772653370753,0.07026134161199972,0.8888888893304048,0.9000000004415158,0.27462497662614893
19,0.985172981878089,0.9841433278418451,0.04950314254734049,0.9333333320087857,0.929629628305082,0.19703735405648196
20,0.9804365733113674,0.9806425041186162,0.05626905871911767,0.9444444444444444,0.9481481481481482,0.1866793111587564
21,0.9748764416138462,0.9746705108065974,0.08702693228824471,0.6444444435614126,0.6703703694873386,1.6134000570685776
22,0.9874382207578254,0.9868204283360791,0.0373247598298829,0.9814814814814815,0.9814814814814815,0.05604562773714187
23,0.9919686985172982,0.9911449752883031,0.030293748913015842,0.9407407394161931,0.9518518505273041,0.17376179369511427
24,0.9872322899505767,0.9868204283360791,0.03999015471897636,0.692592591268045,0.6999999986754524,1.9837990707821316
25,0.9853789126853377,0.985172981878089,0.04376256250593864,0.9703703690458227,0.9703703690458227,0.10836692463468622
26,0.9796128500823723,0.9804365733113674,0.05773042181879757,0.9333333337748492,0.9555555542310079,0.24000582076885082
27,0.9866144976270258,0.9868204284342745,0.033500840320040484,0.966666665342119,0.966666665342119,0.18013466049106447
28,0.9890856672158155,0.9892915980230642,0.03561083318353872,0.9851851851851852,0.9814814814814815,0.09111993376303602
29,0.9923805601317958,0.9915568369028006,0.020433764795382347,0.9703703703703703,0.9740740740740741,0.11551292544161831
30,0.9940280065897859,0.9936161449752883,0.01680527493057547,0.9703703703703703,0.9703703703703703,0.06618489230879479
31,0.9899093904448105,0.9897034596375618,0.027514405068969162,0.9481481468236005,0.9444444431198968,0.17248415276408197
32,0.985996705107084,0.9857907742998353,0.03661745097645521,0.9703703690458227,0.9703703690458227,0.1146755660297694
33,0.9911449752883031,0.9903212520593081,0.02582095884789307,0.9629629616384153,0.9629629616384153,0.13993670701877112
34,0.9948517297205854,0.9948517297205854,0.015079280192647341,0.9259259250428942,0.9296296287465978,0.35021347097569594
35,0.9932042833607908,0.9932042833607908,0.02157534950668732,0.966666665342119,0.9629629616384153,0.13233026415109633
36,0.9936161448770928,0.992998352553542,0.02403091669828703,0.9740740727495264,0.9703703690458227,0.0893807574554726
37,0.9870263591433278,0.9862026359143328,0.04009417434834842,0.6925925917095608,0.7037037041452195,1.4369185191613656
38,0.992998352553542,0.9919686985172982,0.020518328553209845,0.9703703703703703,0.9703703703703703,0.10382372995579013
39,0.9915568369028006,0.9921746293245469,0.024099876283689196,0.9703703703703703,0.9703703703703703,0.1472776205027239
40,0.9962932454695222,0.996499176276771,0.010436727352323259,0.9592592592592593,0.9555555555555556,0.22141898475863314
41,0.9923805601317958,0.9923805600336002,0.02415501249037007,0.9407407394161931,0.9407407394161931,0.3561331658037724
42,0.990939044382859,0.9897034595393663,0.028595121804808204,0.9777777764532302,0.9814814801569338,0.03196992012499659
43,0.9952635914332785,0.9954695222405272,0.014389848906076365,0.9851851851851852,0.9851851851851852,0.08570007518908285
44,0.9954695222405272,0.9952635914332785,0.013146183924694193,0.9814814814814815,0.9814814814814815,0.059833254716445315
45,0.9971169686985173,0.9969110378912686,0.00753051813559245,0.9740740740740741,0.9740740740740741,0.16567482192541422
46,0.9958813838550247,0.9952635914332785,0.013625101648077268,0.9777777777777777,0.9777777777777777,0.10684232913923485
47,0.9932042833607908,0.992998352553542,0.019617962479688687,0.966666665342119,0.9703703703703703,0.2653363960139729
48,0.9876441515650741,0.9866144975288303,0.04302754307174516,0.9518518518518518,0.9555555555555556,0.1776589719130209
49,0.996499176276771,0.9962932454695222,0.009983629028152653,0.9851851851851852,0.9851851851851852,0.06351164308402481
50,0.9981466227347611,0.9983525535420099,0.004432423814537355,0.9851851851851852,0.9851851851851852,0.051621859091122775
51,0.9971169686985173,0.9960873146622735,0.011144824621102903,0.9740740727495264,0.9740740727495264,0.06426907773523083
52,0.9983525535420099,0.9983525535420099,0.004364078742044934,0.9555555555555556,0.9555555555555556,0.2798474198552193
53,0.9934102141680395,0.992998352553542,0.020650065790504574,0.9370370357124894,0.9444444431198968,0.3195867697397868
54,0.9946457990115322,0.9948517298187809,0.014873013335652824,0.9629629616384153,0.9629629616384153,0.2678558353955547
55,0.9940280065897859,0.9938220756843416,0.01947215209494534,0.9777777764532302,0.9740740727495264,0.06822552963815354
56,0.9983525535420099,0.9987644151565074,0.00403339727792606,0.9592592592592593,0.9592592592592593,0.08253690597808196
57,0.999176276771005,0.9989703459637562,0.0026631764234893384,0.9740740740740741,0.9703703703703703,0.10267742600257473
58,0.9942339373970346,0.9944398682042833,0.017442808757700875,0.8592592597007751,0.8777777782192937,0.7771126702979759
59,0.9950576606260296,0.9948517298187809,0.018096883206048527,0.9777777777777777,0.9777777777777777,0.0916935629483002
60,0.9981466227347611,0.9981466227347611,0.0040565882334207505,0.9777777777777777,0.9777777777777777,0.15151199511235097
61,0.999176276771005,0.999176276771005,0.0020224759872955107,0.9666666666666667,0.9703703703703703,0.20470627422759274
62,0.9977347611202636,0.9977347611202636,0.006633800438727551,0.9333333320087857,0.9333333320087857,0.44322112909069766
